time/total_timesteps,time/episodes,rollout/exploration_rate,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,train/loss,train/learning_rate,train/n_updates
127569,109400,0.8299080000000001,1.12,24,5307,0.12,,,
127681,109500,0.8297586666666668,1.12,24,5312,0.12,,,
127793,109600,0.8296093333333334,1.12,24,5316,0.14,,,
127916,109700,0.8294453333333334,1.23,24,5321,0.27,,,
128026,109800,0.8292986666666666,1.1,24,5326,0.12,,,
128137,109900,0.8291506666666666,1.11,24,5331,0.13,,,
128255,110000,0.8289933333333332,1.18,24,5336,0.23,,,
128368,110100,0.8288426666666666,1.13,24,5341,0.15,,,
128484,110200,0.8286880000000001,1.16,24,5346,0.18,,,
128603,110300,0.8285293333333335,1.19,24,5351,0.26,,,
128717,110400,0.8283773333333333,1.14,24,5355,0.14,,,
128835,110500,0.82822,1.18,24,5360,0.21,,,
128954,110600,0.8280613333333333,1.19,24,5365,0.2,,,
129071,110700,0.8279053333333333,1.17,24,5370,0.19,,,
129190,110800,0.8277466666666666,1.19,24,5375,0.24,,,
129318,110900,0.8275760000000001,1.28,24,5379,0.31,,,
129437,111000,0.8274173333333334,1.19,24,5384,0.24,,,
129554,111100,0.8272613333333334,1.17,24,5389,0.18,,,
129672,111200,0.8271040000000001,1.18,24,5394,0.21,,,
129791,111300,0.8269453333333334,1.19,24,5399,0.23,,,
129902,111400,0.8267973333333334,1.11,24,5404,0.12,,,
130020,111500,0.82664,1.18,24,5408,0.18,,,
130140,111600,0.8264800000000001,1.2,24,5413,0.23,,,
130262,111700,0.8263173333333333,1.22,24,5418,0.32,,,
130376,111800,0.8261653333333334,1.14,24,5423,0.17,,,
130486,111900,0.8260186666666667,1.1,24,5428,0.1,,,
130603,112000,0.8258626666666666,1.17,24,5432,0.2,,,
130719,112100,0.8257080000000001,1.16,24,5437,0.18,,,
130842,112200,0.8255440000000001,1.23,24,5442,0.31,,,
130951,112300,0.8253986666666666,1.09,24,5447,0.1,,,
131076,112400,0.825232,1.25,24,5452,0.35,,,
131191,112500,0.8250786666666667,1.15,24,5457,0.15,,,
131303,112600,0.8249293333333334,1.12,24,5461,0.13,,,
131427,112700,0.824764,1.24,24,5465,0.36,,,
131541,112800,0.8246120000000001,1.14,24,5470,0.16,,,
131657,112900,0.8244573333333334,1.16,24,5475,0.2,,,
131774,113000,0.8243013333333333,1.17,24,5480,0.21,,,
131895,113100,0.8241400000000001,1.21,24,5484,0.26,,,
132018,113200,0.823976,1.23,24,5489,0.26,,,
132131,113300,0.8238253333333334,1.13,24,5494,0.13,,,
132252,113400,0.823664,1.21,24,5499,0.29,,,
132370,113500,0.8235066666666666,1.18,24,5504,0.2,,,
132492,113600,0.8233440000000001,1.22,24,5509,0.27,,,
132613,113700,0.8231826666666666,1.21,24,5514,0.24,,,
132722,113800,0.8230373333333334,1.09,24,5518,0.09,,,
132838,113900,0.8228826666666667,1.16,24,5523,0.27,,,
132959,114000,0.8227213333333334,1.21,24,5528,0.3,,,
133075,114100,0.8225666666666667,1.16,24,5533,0.17,,,
133199,114200,0.8224013333333333,1.24,24,5538,0.26,,,
133308,114300,0.8222559999999999,1.09,24,5542,0.09,,,
133424,114400,0.8221013333333334,1.16,24,5547,0.16,,,
133539,114500,0.8219479999999999,1.15,24,5552,0.16,,,
133649,114600,0.8218013333333334,1.1,24,5557,0.11,,,
133764,114700,0.8216479999999999,1.15,24,5562,0.16,,,
133874,114800,0.8215013333333334,1.1,24,5567,0.11,,,
133989,114900,0.821348,1.15,24,5572,0.17,,,
134101,115000,0.8211986666666666,1.12,24,5576,0.13,,,
134216,115100,0.8210453333333334,1.15,24,5581,0.18,,,
134343,115200,0.8208759999999999,1.27,24,5586,0.32,,,
134454,115300,0.8207279999999999,1.11,24,5591,0.13,,,
134564,115400,0.8205813333333334,1.1,24,5596,0.11,,,
134684,115500,0.8204213333333334,1.2,24,5601,0.25,,,
134798,115600,0.8202693333333333,1.14,24,5605,0.16,,,
134912,115700,0.8201173333333334,1.14,24,5610,0.15,,,
135025,115800,0.8199666666666667,1.13,24,5615,0.16,,,
135136,115900,0.8198186666666667,1.11,24,5620,0.15,,,
135245,116000,0.8196733333333333,1.09,24,5624,0.09,,,
135357,116100,0.8195239999999999,1.12,24,5629,0.13,,,
135474,116200,0.8193680000000001,1.17,24,5634,0.2,,,
135601,116300,0.8191986666666666,1.27,24,5639,0.31,,,
135726,116400,0.819032,1.25,24,5644,0.31,,,
135846,116500,0.818872,1.2,24,5649,0.23,,,
135953,116600,0.8187293333333334,1.07,24,5654,0.07,,,
136080,116700,0.81856,1.27,24,5658,0.37,,,
136198,116800,0.8184026666666666,1.18,24,5663,0.21,,,
136309,116900,0.8182546666666666,1.11,24,5668,0.13,,,
136432,117000,0.8180906666666667,1.23,24,5673,0.27,,,
136554,117100,0.817928,1.22,24,5677,0.27,,,
136674,117200,0.817768,1.2,24,5682,0.2,,,
136795,117300,0.8176066666666666,1.21,24,5687,0.22,,,
136915,117400,0.8174466666666667,1.2,24,5691,0.24,,,
137033,117500,0.8172893333333333,1.18,24,5696,0.25,,,
137152,117600,0.8171306666666667,1.19,24,5700,0.2,,,
137269,117700,0.8169746666666666,1.17,24,5705,0.17,,,
137386,117800,0.8168186666666666,1.17,24,5710,0.18,,,
137492,117900,0.8166773333333333,1.06,24,5715,0.06,,,
137610,118000,0.8165199999999999,1.18,24,5720,0.19,,,
137730,118100,0.81636,1.2,24,5725,0.22,,,
137845,118200,0.8162066666666667,1.15,24,5729,0.16,,,
137958,118300,0.8160560000000001,1.13,24,5734,0.14,,,
138067,118400,0.8159106666666667,1.09,24,5739,0.1,,,
138190,118500,0.8157466666666666,1.23,24,5744,0.3,,,
138314,118600,0.8155813333333333,1.24,24,5749,0.32,,,
138442,118700,0.8154106666666667,1.28,24,5754,0.4,,,
138563,118800,0.8152493333333333,1.21,24,5759,0.24,,,
138679,118900,0.8150946666666667,1.16,24,5763,0.19,,,
138795,119000,0.81494,1.16,24,5769,0.16,,,
138918,119100,0.814776,1.23,24,5773,0.25,,,
139029,119200,0.8146279999999999,1.11,24,5778,0.12,,,
139152,119300,0.8144640000000001,1.23,24,5783,0.27,,,
139276,119400,0.8142986666666667,1.24,24,5788,0.3,,,
139394,119500,0.8141413333333334,1.18,24,5792,0.21,,,
139515,119600,0.8139799999999999,1.21,24,5797,0.25,,,
139633,119700,0.8138226666666666,1.18,24,5802,0.22,,,
139750,119800,0.8136666666666668,1.17,24,5807,0.21,,,
139862,119900,0.8135173333333334,1.12,24,5812,0.14,,,
139980,120000,0.8133600000000001,1.18,24,5817,0.23,,,
140096,120100,0.8132053333333333,1.16,24,5821,0.19,,,
140211,120200,0.8130519999999999,1.15,24,5826,0.15,,,
140323,120300,0.8129026666666666,1.12,24,5830,0.13,,,
140445,120400,0.81274,1.22,24,5835,0.23,,,
140553,120500,0.8125960000000001,1.08,24,5840,0.09,,,
140655,120600,0.81246,1.02,24,5845,0.02,,,
140765,120700,0.8123133333333334,1.1,24,5850,0.11,,,
140881,120800,0.8121586666666667,1.16,24,5855,0.18,,,
140993,120900,0.8120093333333334,1.12,24,5859,0.14,,,
141114,121000,0.8118479999999999,1.21,24,5864,0.24,,,
141226,121100,0.8116986666666666,1.12,24,5869,0.13,,,
141340,121200,0.8115466666666666,1.14,24,5874,0.17,,,
141458,121300,0.8113893333333333,1.18,24,5879,0.18,,,
141573,121400,0.8112360000000001,1.15,24,5884,0.18,,,
141690,121500,0.81108,1.17,24,5889,0.21,,,
141808,121600,0.8109226666666667,1.18,24,5893,0.2,,,
141920,121700,0.8107733333333333,1.12,24,5898,0.13,,,
142041,121800,0.8106119999999999,1.21,24,5903,0.24,,,
142162,121900,0.8104506666666667,1.21,24,5908,0.27,,,
142281,122000,0.810292,1.19,24,5913,0.29,,,
142403,122100,0.8101293333333333,1.22,24,5918,0.27,,,
142523,122200,0.8099693333333333,1.2,24,5923,0.22,,,
142637,122300,0.8098173333333334,1.14,24,5928,0.15,,,
142746,122400,0.809672,1.09,24,5932,0.1,,,
142861,122500,0.8095186666666667,1.15,24,5937,0.16,,,
142981,122600,0.8093586666666668,1.2,24,5942,0.22,,,
143093,122700,0.8092093333333334,1.12,24,5947,0.15,,,
143213,122800,0.8090493333333333,1.2,24,5952,0.27,,,
143332,122900,0.8088906666666666,1.19,24,5956,0.2,,,
143454,123000,0.8087279999999999,1.22,24,5961,0.27,,,
143568,123100,0.808576,1.14,24,5966,0.17,,,
143690,123200,0.8084133333333334,1.22,24,5971,0.24,,,
143812,123300,0.8082506666666667,1.22,24,5976,0.31,,,
143926,123400,0.8080986666666667,1.14,24,5980,0.14,,,
144044,123500,0.8079413333333334,1.18,24,5985,0.19,,,
144159,123600,0.807788,1.15,24,5990,0.15,,,
144273,123700,0.807636,1.14,24,5995,0.2,,,
144391,123800,0.8074786666666667,1.18,24,5999,0.19,,,
144504,123900,0.807328,1.13,24,6004,0.16,,,
144620,124000,0.8071733333333333,1.16,24,6009,0.21,,,
144734,124100,0.8070213333333334,1.14,24,6013,0.18,,,
144854,124200,0.8068613333333334,1.2,24,6018,0.22,,,
144967,124300,0.8067106666666666,1.13,24,6023,0.14,,,
145077,124400,0.8065640000000001,1.1,24,6028,0.11,,,
145188,124500,0.806416,1.11,24,6033,0.11,,,
145309,124600,0.8062546666666668,1.21,24,6037,0.27,,,
145427,124700,0.8060973333333332,1.18,24,6042,0.18,,,
145542,124800,0.805944,1.15,24,6047,0.17,,,
145657,124900,0.8057906666666668,1.15,24,6052,0.19,,,
145777,125000,0.8056306666666666,1.2,24,6057,0.25,,,
145890,125100,0.80548,1.13,24,6062,0.13,,,
146002,125200,0.8053306666666666,1.12,24,6066,0.12,,,
146121,125300,0.805172,1.19,24,6071,0.24,,,
146246,125400,0.8050053333333334,1.25,24,6076,0.32,,,
146366,125500,0.8048453333333334,1.2,24,6081,0.25,,,
146486,125600,0.8046853333333333,1.2,24,6086,0.22,,,
146601,125700,0.804532,1.15,24,6090,0.18,,,
146712,125800,0.804384,1.11,24,6095,0.11,,,
146826,125900,0.8042320000000001,1.14,24,6100,0.2,,,
146943,126000,0.804076,1.17,24,6105,0.21,,,
147062,126100,0.8039173333333334,1.19,24,6110,0.21,,,
147177,126200,0.8037639999999999,1.15,24,6114,0.16,,,
147290,126300,0.8036133333333333,1.13,24,6119,0.13,,,
147413,126400,0.8034493333333332,1.23,24,6124,0.29,,,
147532,126500,0.8032906666666666,1.19,24,6129,0.25,,,
147650,126600,0.8031333333333333,1.18,24,6134,0.22,,,
147767,126700,0.8029773333333332,1.17,24,6139,0.19,,,
147891,126800,0.8028120000000001,1.24,24,6143,0.33,,,
148006,126900,0.8026586666666666,1.15,24,6146,0.16,,,
148121,127000,0.8025053333333334,1.15,24,6151,0.17,,,
148236,127100,0.802352,1.15,24,6156,0.16,,,
148349,127200,0.8022013333333333,1.13,24,6161,0.14,,,
148469,127300,0.8020413333333334,1.2,24,6166,0.26,,,
148588,127400,0.8018826666666667,1.19,24,6170,0.21,,,
148707,127500,0.8017240000000001,1.19,24,6175,0.24,,,
148822,127600,0.8015706666666667,1.15,24,6180,0.17,,,
148942,127700,0.8014106666666667,1.2,24,6185,0.25,,,
149061,127800,0.8012520000000001,1.19,24,6190,0.2,,,
149179,127900,0.8010946666666667,1.18,24,6195,0.22,,,
149291,128000,0.8009453333333334,1.12,24,6199,0.14,,,
149410,128100,0.8007866666666668,1.19,24,6204,0.21,,,
149529,128200,0.8006280000000001,1.19,24,6209,0.22,,,
149644,128300,0.8004746666666667,1.15,24,6214,0.16,,,
149765,128400,0.8003133333333334,1.21,24,6219,0.32,,,
149890,128500,0.8001466666666666,1.25,24,6223,0.28,,,
150003,128600,0.7999959999999999,1.13,24,6228,0.18,,,
150114,128700,0.7998479999999999,1.11,24,6233,0.12,,,
150228,128800,0.799696,1.14,24,6238,0.16,,,
150344,128900,0.7995413333333334,1.16,24,6243,0.2,,,
150455,129000,0.7993933333333334,1.11,24,6248,0.12,,,
150570,129100,0.79924,1.15,24,6252,0.16,,,
150685,129200,0.7990866666666667,1.15,24,6257,0.17,,,
150802,129300,0.7989306666666667,1.17,24,6261,0.2,,,
150917,129400,0.7987773333333332,1.15,24,6266,0.15,,,
151026,129500,0.798632,1.09,24,6271,0.11,,,
151140,129600,0.7984800000000001,1.14,24,6276,0.16,,,
151256,129700,0.7983253333333333,1.16,24,6281,0.18,,,
151370,129800,0.7981733333333334,1.14,24,6285,0.15,,,
151491,129900,0.7980119999999999,1.21,24,6290,0.28,,,
151604,130000,0.7978613333333333,1.13,24,6295,0.13,,,
151721,130100,0.7977053333333333,1.17,24,6300,0.19,,,
151835,130200,0.7975533333333333,1.14,24,6305,0.15,,,
151951,130300,0.7973986666666666,1.16,24,6310,0.17,,,
152079,130400,0.797228,1.28,24,6315,0.38,,,
152196,130500,0.797072,1.17,24,6320,0.19,,,
152316,130600,0.7969120000000001,1.2,24,6324,0.25,,,
152439,130700,0.796748,1.23,24,6329,0.28,,,
152553,130800,0.7965960000000001,1.14,24,6334,0.14,,,
152667,130900,0.7964439999999999,1.14,24,6338,0.14,,,
152780,131000,0.7962933333333333,1.13,24,6343,0.13,,,
152901,131100,0.7961320000000001,1.21,24,6348,0.26,,,
153014,131200,0.7959813333333334,1.13,24,6353,0.14,,,
153129,131300,0.795828,1.15,24,6358,0.17,,,
153244,131400,0.7956746666666668,1.15,24,6363,0.18,,,
153363,131500,0.7955160000000001,1.19,24,6367,0.23,,,
153483,131600,0.795356,1.2,24,6372,0.25,,,
153596,131700,0.7952053333333333,1.13,24,6377,0.14,,,
153710,131800,0.7950533333333334,1.14,24,6382,0.2,,,
153824,131900,0.7949013333333332,1.14,24,6387,0.16,,,
153942,132000,0.7947440000000001,1.18,24,6391,0.21,,,
154055,132100,0.7945933333333333,1.13,24,6396,0.15,,,
154176,132200,0.794432,1.21,24,6401,0.28,,,
154287,132300,0.794284,1.11,24,6406,0.13,,,
154406,132400,0.7941253333333333,1.19,24,6411,0.22,,,
154522,132500,0.7939706666666666,1.16,24,6416,0.21,,,
154641,132600,0.793812,1.19,24,6420,0.24,,,
154748,132700,0.7936693333333333,1.07,24,6424,0.07,,,
154867,132800,0.7935106666666667,1.19,24,6429,0.25,,,
154981,132900,0.7933586666666668,1.14,24,6434,0.19,,,
155092,133000,0.7932106666666667,1.11,24,6439,0.13,,,
155206,133100,0.7930586666666666,1.14,24,6444,0.17,,,
155323,133200,0.7929026666666668,1.17,24,6449,0.28,,,
155440,133300,0.7927466666666667,1.17,24,6454,0.19,,,
155552,133400,0.7925973333333334,1.12,24,6459,0.13,,,
155669,133500,0.7924413333333333,1.17,24,6463,0.23,,,
155788,133600,0.7922826666666667,1.19,24,6468,0.24,,,
155910,133700,0.7921199999999999,1.22,24,6473,0.28,,,
156031,133800,0.7919586666666667,1.21,24,6478,0.27,,,
156151,133900,0.7917986666666668,1.2,24,6483,0.23,,,
156268,134000,0.7916426666666667,1.17,24,6488,0.18,,,
156383,134100,0.7914893333333333,1.15,24,6493,0.19,,,
156498,134200,0.791336,1.15,24,6498,0.18,,,
156610,134300,0.7911866666666667,1.12,24,6503,0.13,,,
156720,134400,0.79104,1.1,24,6507,0.1,,,
156838,134500,0.7908826666666666,1.18,24,6512,0.2,,,
156948,134600,0.7907359999999999,1.1,24,6517,0.1,,,
157067,134700,0.7905773333333332,1.19,24,6522,0.2,,,
157188,134800,0.790416,1.21,24,6527,0.25,,,
157310,134900,0.7902533333333333,1.22,24,6532,0.28,,,
157432,135000,0.7900906666666667,1.22,24,6536,0.26,,,
157548,135100,0.789936,1.16,24,6541,0.17,,,
157665,135200,0.7897799999999999,1.17,24,6546,0.21,,,
157783,135300,0.7896226666666666,1.18,24,6551,0.22,,,
157906,135400,0.7894586666666668,1.23,24,6556,0.27,,,
158030,135500,0.7892933333333334,1.24,24,6561,0.29,,,
158146,135600,0.7891386666666667,1.16,24,6566,0.19,,,
158262,135700,0.7889839999999999,1.16,24,6570,0.18,,,
158389,135800,0.7888146666666667,1.27,24,6575,0.34,,,
158504,135900,0.7886613333333332,1.15,24,6580,0.18,,,
158613,136000,0.788516,1.09,24,6585,0.11,,,
158730,136100,0.78836,1.17,24,6590,0.22,,,
158838,136200,0.788216,1.08,24,6595,0.08,,,
158950,136300,0.7880666666666667,1.12,24,6600,0.14,,,
159061,136400,0.7879186666666667,1.11,24,6604,0.12,,,
159175,136500,0.7877666666666667,1.14,24,6609,0.14,,,
159288,136600,0.7876160000000001,1.13,24,6614,0.14,,,
159410,136700,0.7874533333333333,1.22,24,6619,0.27,,,
159525,136800,0.7873000000000001,1.15,24,6624,0.16,,,
159634,136900,0.7871546666666667,1.09,24,6629,0.09,,,
159751,137000,0.7869986666666666,1.17,24,6634,0.2,,,
159867,137100,0.7868439999999999,1.16,24,6638,0.21,,,
159984,137200,0.786688,1.17,24,6643,0.2,,,
160100,137300,0.7865333333333333,1.16,24,6648,0.16,,,
160210,137400,0.7863866666666666,1.1,24,6653,0.11,,,
160330,137500,0.7862266666666666,1.2,24,6658,0.24,,,
160445,137600,0.7860733333333334,1.15,24,6663,0.16,,,
160563,137700,0.7859160000000001,1.18,24,6667,0.18,,,
160675,137800,0.7857666666666667,1.12,24,6672,0.13,,,
160793,137900,0.7856093333333334,1.18,24,6677,0.21,,,
160909,138000,0.7854546666666666,1.16,24,6682,0.21,,,
161026,138100,0.7852986666666666,1.17,24,6687,0.2,,,
161145,138200,0.78514,1.19,24,6692,0.25,,,
161268,138300,0.7849759999999999,1.23,24,6697,0.35,,,
161382,138400,0.784824,1.14,24,6702,0.16,,,
161499,138500,0.7846679999999999,1.17,24,6707,0.18,,,
161612,138600,0.7845173333333333,1.13,24,6712,0.14,,,
161730,138700,0.78436,1.18,24,6716,0.23,,,
161853,138800,0.7841960000000001,1.23,24,6721,0.26,,,
161966,138900,0.7840453333333333,1.13,24,6726,0.14,,,
162077,139000,0.7838973333333334,1.11,24,6731,0.11,,,
162198,139100,0.783736,1.21,24,6736,0.23,,,
162312,139200,0.7835840000000001,1.14,24,6741,0.15,,,
162429,139300,0.783428,1.17,24,6745,0.17,,,
162545,139400,0.7832733333333333,1.16,24,6750,0.17,,,
162658,139500,0.7831226666666666,1.13,24,6755,0.19,,,
162781,139600,0.7829586666666666,1.23,24,6760,0.29,,,
162891,139700,0.7828120000000001,1.1,24,6765,0.1,,,
163004,139800,0.7826613333333334,1.13,24,6770,0.16,,,
163128,139900,0.7824960000000001,1.24,24,6775,0.29,,,
163243,140000,0.7823426666666666,1.15,24,6780,0.15,,,
163362,140100,0.782184,1.19,24,6784,0.22,,,
163484,140200,0.7820213333333332,1.22,24,6789,0.23,,,
163605,140300,0.78186,1.21,24,6794,0.22,,,
163728,140400,0.781696,1.23,24,6799,0.28,,,
163843,140500,0.7815426666666667,1.15,24,6803,0.15,,,
163956,140600,0.7813920000000001,1.13,24,6808,0.14,,,
164074,140700,0.7812346666666667,1.18,24,6813,0.23,,,
164195,140800,0.7810733333333333,1.21,24,6818,0.24,,,
164306,140900,0.7809253333333332,1.11,24,6823,0.12,,,
164422,141000,0.7807706666666667,1.16,24,6827,0.17,,,
164537,141100,0.7806173333333333,1.15,24,6832,0.18,,,
164646,141200,0.780472,1.09,24,6837,0.09,,,
164765,141300,0.7803133333333334,1.19,24,6842,0.24,,,
164883,141400,0.7801560000000001,1.18,24,6847,0.21,,,
164999,141500,0.7800013333333333,1.16,24,6851,0.2,,,
165118,141600,0.7798426666666667,1.19,24,6856,0.26,,,
165236,141700,0.7796853333333333,1.18,24,6861,0.19,,,
165343,141800,0.7795426666666667,1.07,24,6866,0.07,,,
165461,141900,0.7793853333333334,1.18,24,6871,0.18,,,
165579,142000,0.779228,1.18,24,6876,0.2,,,
165691,142100,0.7790786666666667,1.12,24,6881,0.13,,,
165810,142200,0.7789200000000001,1.19,24,6886,0.22,,,
165928,142300,0.7787626666666667,1.18,24,6890,0.22,,,
166044,142400,0.778608,1.16,24,6895,0.17,,,
166165,142500,0.7784466666666667,1.21,24,6900,0.28,,,
166281,142600,0.778292,1.16,24,6905,0.2,,,
166393,142700,0.7781426666666666,1.12,24,6909,0.12,,,
166511,142800,0.7779853333333333,1.18,24,6914,0.29,,,
166639,142900,0.7778146666666665,1.28,24,6919,0.37,,,
166753,143000,0.7776626666666666,1.14,24,6924,0.16,,,
166868,143100,0.7775093333333334,1.15,24,6929,0.16,,,
166980,143200,0.77736,1.12,24,6934,0.12,,,
167099,143300,0.7772013333333334,1.19,24,6939,0.21,,,
167214,143400,0.777048,1.15,24,6944,0.17,,,
167335,143500,0.7768866666666667,1.21,24,6948,0.24,,,
167453,143600,0.7767293333333334,1.18,24,6953,0.2,,,
167566,143700,0.7765786666666668,1.13,24,6958,0.17,,,
167681,143800,0.7764253333333333,1.15,24,6963,0.18,,,
167804,143900,0.7762613333333332,1.23,24,6968,0.28,,,
167923,144000,0.7761026666666666,1.19,24,6973,0.24,,,
168049,144100,0.7759346666666667,1.26,24,6978,0.32,,,
168162,144200,0.775784,1.13,24,6983,0.15,,,
168271,144300,0.7756386666666666,1.09,24,6988,0.1,,,
168391,144400,0.7754786666666666,1.2,24,6992,0.26,,,
168503,144500,0.7753293333333333,1.12,24,6997,0.12,,,
168622,144600,0.7751706666666667,1.19,24,7002,0.26,,,
168738,144700,0.7750159999999999,1.16,24,7007,0.18,,,
168855,144800,0.7748599999999999,1.17,24,7012,0.2,,,
168972,144900,0.7747040000000001,1.17,24,7017,0.22,,,
169085,145000,0.7745533333333334,1.13,24,7022,0.14,,,
169196,145100,0.7744053333333334,1.11,24,7027,0.13,,,
169308,145200,0.774256,1.12,24,7032,0.13,,,
169426,145300,0.7740986666666667,1.18,24,7036,0.22,,,
169544,145400,0.7739413333333334,1.18,24,7041,0.21,,,
169660,145500,0.7737866666666666,1.16,24,7046,0.25,,,
169775,145600,0.7736333333333334,1.15,24,7051,0.17,,,
169893,145700,0.773476,1.18,24,7056,0.21,,,
170001,145800,0.7733319999999999,1.08,24,7060,0.12,,,
170121,145900,0.773172,1.2,24,7065,0.23,,,
170239,146000,0.7730146666666666,1.18,24,7070,0.21,,,
170356,146100,0.7728586666666666,1.17,24,7075,0.21,,,
170473,146200,0.7727026666666668,1.17,24,7080,0.19,,,
170597,146300,0.7725373333333334,1.24,24,7085,0.3,,,
170715,146400,0.7723800000000001,1.18,24,7090,0.23,,,
170832,146500,0.772224,1.17,24,7094,0.2,,,
170951,146600,0.7720653333333334,1.19,24,7099,0.25,,,
171069,146700,0.771908,1.18,24,7104,0.2,,,
171188,146800,0.7717493333333334,1.19,24,7109,0.22,,,
171309,146900,0.7715879999999999,1.21,24,7114,0.23,,,
171428,147000,0.7714293333333333,1.19,24,7119,0.22,,,
171545,147100,0.7712733333333333,1.17,24,7124,0.2,,,
171657,147200,0.7711239999999999,1.12,24,7128,0.12,,,
171778,147300,0.7709626666666667,1.21,24,7133,0.22,,,
171889,147400,0.7708146666666666,1.11,24,7138,0.11,,,
172005,147500,0.7706599999999999,1.16,24,7143,0.17,,,
172118,147600,0.7705093333333333,1.13,24,7148,0.13,,,
172237,147700,0.7703506666666666,1.19,24,7153,0.22,,,
172352,147800,0.7701973333333334,1.15,24,7157,0.22,,,
172473,147900,0.7700359999999999,1.21,24,7162,0.29,,,
172588,148000,0.7698826666666667,1.15,24,7167,0.18,,,
172700,148100,0.7697333333333334,1.12,24,7172,0.13,,,
172819,148200,0.7695746666666667,1.19,24,7177,0.26,,,
172939,148300,0.7694146666666666,1.2,24,7182,0.25,,,
173071,148400,0.7692386666666666,1.32,24,7187,0.42,,,
173189,148500,0.7690813333333333,1.18,24,7192,0.21,,,
173298,148600,0.7689360000000001,1.09,24,7197,0.09,,,
173409,148700,0.768788,1.11,24,7201,0.11,,,
173524,148800,0.7686346666666666,1.15,24,7206,0.2,,,
173642,148900,0.7684773333333332,1.18,24,7211,0.2,,,
173754,149000,0.7683279999999999,1.12,24,7215,0.12,,,
173878,149100,0.7681626666666665,1.24,24,7220,0.25,,,
174001,149200,0.7679986666666667,1.23,24,7225,0.29,,,
174115,149300,0.7678466666666668,1.14,24,7230,0.15,,,
174232,149400,0.7676906666666667,1.17,24,7235,0.19,,,
174349,149500,0.7675346666666667,1.17,24,7240,0.19,,,
174463,149600,0.7673826666666668,1.14,24,7245,0.15,,,
174577,149700,0.7672306666666666,1.14,24,7250,0.16,,,
174690,149800,0.76708,1.13,24,7255,0.18,,,
174804,149900,0.766928,1.14,24,7260,0.15,,,
174918,150000,0.7667760000000001,1.14,24,7265,0.15,,,
175036,150100,0.7666186666666666,1.18,24,7269,0.19,,,
175151,150200,0.7664653333333333,1.15,24,7274,0.17,,,
175270,150300,0.7663066666666667,1.19,24,7279,0.2,,,
175387,150400,0.7661506666666666,1.17,24,7284,0.23,,,
175510,150500,0.7659866666666666,1.23,24,7289,0.37,,,
175627,150600,0.7658306666666665,1.17,24,7294,0.18,,,
175742,150700,0.7656773333333333,1.15,24,7299,0.16,,,
175852,150800,0.7655306666666666,1.1,24,7303,0.1,,,
175970,150900,0.7653733333333332,1.18,24,7308,0.23,,,
176088,151000,0.7652160000000001,1.18,24,7313,0.2,,,
176210,151100,0.7650533333333334,1.22,24,7318,0.29,,,
176322,151200,0.764904,1.12,24,7323,0.17,,,
176433,151300,0.764756,1.11,24,7328,0.11,,,
176544,151400,0.764608,1.11,24,7332,0.11,,,
176663,151500,0.7644493333333333,1.19,24,7337,0.22,,,
176775,151600,0.7643,1.12,24,7342,0.14,,,
176893,151700,0.7641426666666666,1.18,24,7346,0.18,,,
177009,151800,0.7639879999999999,1.16,24,7351,0.2,,,
177122,151900,0.7638373333333333,1.13,24,7356,0.13,,,
177234,152000,0.7636879999999999,1.12,24,7360,0.12,,,
177352,152100,0.7635306666666666,1.18,24,7365,0.21,,,
177465,152200,0.76338,1.13,24,7370,0.16,,,
177579,152300,0.763228,1.14,24,7375,0.18,,,
177699,152400,0.7630680000000001,1.2,24,7379,0.23,,,
177815,152500,0.7629133333333333,1.16,24,7384,0.16,,,
177928,152600,0.7627626666666667,1.13,24,7389,0.14,,,
178045,152700,0.7626066666666667,1.17,24,7394,0.2,,,
178163,152800,0.7624493333333333,1.18,24,7399,0.19,,,
178276,152900,0.7622986666666667,1.13,24,7404,0.18,,,
178395,153000,0.76214,1.19,24,7409,0.22,,,
178509,153100,0.7619880000000001,1.14,24,7414,0.15,,,
178624,153200,0.7618346666666667,1.15,24,7418,0.17,,,
178740,153300,0.7616799999999999,1.16,24,7423,0.18,,,
178859,153400,0.7615213333333333,1.19,24,7428,0.24,,,
178982,153500,0.7613573333333332,1.23,24,7433,0.28,,,
179099,153600,0.7612013333333334,1.17,24,7438,0.23,,,
179224,153700,0.7610346666666667,1.25,24,7443,0.34,,,
179342,153800,0.7608773333333334,1.18,24,7448,0.27,,,
179456,153900,0.7607253333333333,1.14,24,7453,0.16,,,
179575,154000,0.7605666666666666,1.19,24,7458,0.22,,,
179686,154100,0.7604186666666666,1.11,24,7462,0.14,,,
179794,154200,0.7602746666666667,1.08,24,7467,0.08,,,
179915,154300,0.7601133333333334,1.21,24,7472,0.23,,,
180039,154400,0.7599480000000001,1.24,24,7477,0.27,,,
180164,154500,0.7597813333333334,1.25,24,7482,0.31,,,
180281,154600,0.7596253333333334,1.17,24,7487,0.22,,,
180392,154700,0.7594773333333333,1.11,24,7491,0.11,,,
180511,154800,0.7593186666666667,1.19,24,7496,0.22,,,
180628,154900,0.7591626666666667,1.17,24,7501,0.22,,,
180740,155000,0.7590133333333333,1.12,24,7506,0.13,,,
180858,155100,0.758856,1.18,24,7511,0.24,,,
180968,155200,0.7587093333333335,1.1,24,7516,0.1,,,
